	WGD	Rate	Number of Leaves	n	Method	filename	rf	grf	quartet	Unnamed: 0
6477	highwgd	0.05	20	20	medicc	data_highwgd_0.05_20_20	4.0	0.063997036	0.006015038	3232.0
6478	highwgd	0.05	20	21	euclidean_nj	data_highwgd_0.05_20_21	8.0	0.12868107	0.04945698	3233.0
6479	highwgd	0.05	20	21	manhattan_nj	data_highwgd_0.05_20_21	4.0	0.09452377	0.02038429	3234.0
6480	highwgd	0.05	20	21	euclidean_fastme	data_highwgd_0.05_20_21	8.0	0.12868107	0.04945698	3235.0
6481	highwgd	0.05	20	21	manhattan_fastme	data_highwgd_0.05_20_21	14.0	0.1933106	0.1416876	3236.0
6482	highwgd	0.05	20	21	MEDALT	data_highwgd_0.05_20_21	7.0	0.12354799	0.08521303	3237.0
6483	highwgd	0.05	20	21	medicc	data_highwgd_0.05_20_21	2.0	0.039329711	0.005680869	3238.0
6484	highwgd	0.05	20	22	euclidean_nj	data_highwgd_0.05_20_22	6.0	0.12993725	0.04979114	3239.0
6485	highwgd	0.05	20	22	manhattan_nj	data_highwgd_0.05_20_22	4.0	0.0891116	0.07184628	3240.0
6486	highwgd	0.05	20	22	euclidean_fastme	data_highwgd_0.05_20_22	6.0	0.12993725	0.04979114	3241.0
6487	highwgd	0.05	20	22	manhattan_fastme	data_highwgd_0.05_20_22	16.0	0.2800956	0.1754386	3242.0
6488	highwgd	0.05	20	22	MEDALT	data_highwgd_0.05_20_22	9.0	0.18377744	0.07903091	3243.0
6489	highwgd	0.05	20	22	medicc	data_highwgd_0.05_20_22	4.0	0.056463196	0.008688388	3244.0
6490	highwgd	0.05	20	23	euclidean_nj	data_highwgd_0.05_20_23	8.0	0.18636504	0.07719298	3245.0
6491	highwgd	0.05	20	23	manhattan_nj	data_highwgd_0.05_20_23	16.0	0.3163434	0.2282373	3246.0
6492	highwgd	0.05	20	23	euclidean_fastme	data_highwgd_0.05_20_23	4.0	0.08203241	0.01136174	3247.0
6493	highwgd	0.05	20	23	manhattan_fastme	data_highwgd_0.05_20_23	18.0	0.309175	0.2071846	3248.0
6494	highwgd	0.05	20	23	MEDALT	data_highwgd_0.05_20_23	12.0	0.2517237	0.126817	3249.0
6495	highwgd	0.05	20	23	medicc	data_highwgd_0.05_20_23	2.0	0.040768415	0.005680869	3250.0
6496	highwgd	0.05	20	24	euclidean_nj	data_highwgd_0.05_20_24	2.0	0.039153368	0.005680869	3251.0
6497	highwgd	0.05	20	24	manhattan_nj	data_highwgd_0.05_20_24	0.0	0.0	0.0	3252.0
6498	highwgd	0.05	20	24	euclidean_fastme	data_highwgd_0.05_20_24	2.0	0.039153368	0.005680869	3253.0
6499	highwgd	0.05	20	24	manhattan_fastme	data_highwgd_0.05_20_24	4.0	0.09939785	0.0481203	3254.0
6500	highwgd	0.05	20	24	MEDALT	data_highwgd_0.05_20_24	6.0	0.17143562	0.09490393	3255.0
6501	highwgd	0.05	20	24	medicc	data_highwgd_0.05_20_24	0.0	0.0	0.0	3256.0
6502	highwgd	0.05	20	3	euclidean_nj	data_highwgd_0.05_20_3	0.0	0.0	0.0	3257.0
6503	highwgd	0.05	20	3	manhattan_nj	data_highwgd_0.05_20_3	2.0	0.05246987	0.01503759	3258.0
6504	highwgd	0.05	20	3	euclidean_fastme	data_highwgd_0.05_20_3	0.0	0.0	0.0	3259.0
6505	highwgd	0.05	20	3	manhattan_fastme	data_highwgd_0.05_20_3	4.0	0.09457118	0.02071846	3260.0
6506	highwgd	0.05	20	3	MEDALT	data_highwgd_0.05_20_3	9.0	0.20476047	0.08387636	3261.0
6507	highwgd	0.05	20	3	medicc	data_highwgd_0.05_20_3	2.0	0.05246987	0.01503759	3262.0
6508	highwgd	0.05	20	4	euclidean_nj	data_highwgd_0.05_20_4	6.0	0.11780896	0.07919799	3263.0
6509	highwgd	0.05	20	4	manhattan_nj	data_highwgd_0.05_20_4	0.0	0.0	0.0	3264.0
6510	highwgd	0.05	20	4	euclidean_fastme	data_highwgd_0.05_20_4	6.0	0.11780896	0.07919799	3265.0
6511	highwgd	0.05	20	4	manhattan_fastme	data_highwgd_0.05_20_4	0.0	0.0	0.0	3266.0
6512	highwgd	0.05	20	4	MEDALT	data_highwgd_0.05_20_4	9.0	0.17274332	0.06883876	3267.0
6513	highwgd	0.05	20	4	medicc	data_highwgd_0.05_20_4	0.0	0.0	0.0	3268.0
6514	highwgd	0.05	20	5	euclidean_nj	data_highwgd_0.05_20_5	6.0	0.16304198	0.09791145	3269.0
6515	highwgd	0.05	20	5	manhattan_nj	data_highwgd_0.05_20_5	6.0	0.16304198	0.09791145	3270.0
6516	highwgd	0.05	20	5	euclidean_fastme	data_highwgd_0.05_20_5	6.0	0.16304198	0.09791145	3271.0
6517	highwgd	0.05	20	5	manhattan_fastme	data_highwgd_0.05_20_5	8.0	0.1941164	0.1577277	3272.0
6518	highwgd	0.05	20	5	MEDALT	data_highwgd_0.05_20_5	16.0	0.3544474	0.1707602	3273.0
6519	highwgd	0.05	20	5	medicc	data_highwgd_0.05_20_5	4.0	0.09934577	0.05079365	3274.0
6520	highwgd	0.05	20	6	euclidean_nj	data_highwgd_0.05_20_6	2.0	0.04509385	0.00802005	3275.0
6521	highwgd	0.05	20	6	manhattan_nj	data_highwgd_0.05_20_6	2.0	0.04509385	0.00802005	3276.0
6522	highwgd	0.05	20	6	euclidean_fastme	data_highwgd_0.05_20_6	2.0	0.04509385	0.00802005	3277.0
6523	highwgd	0.05	20	6	manhattan_fastme	data_highwgd_0.05_20_6	6.0	0.14297728	0.06583124	3278.0
6524	highwgd	0.05	20	6	MEDALT	data_highwgd_0.05_20_6	11.0	0.2271186	0.09974937	3279.0
6525	highwgd	0.05	20	6	medicc	data_highwgd_0.05_20_6	2.0	0.04509385	0.00802005	3280.0
6526	highwgd	0.05	20	7	euclidean_nj	data_highwgd_0.05_20_7	0.0	0.0	0.0	3281.0
6527	highwgd	0.05	20	7	manhattan_nj	data_highwgd_0.05_20_7	0.0	0.0	0.0	3282.0
6528	highwgd	0.05	20	7	euclidean_fastme	data_highwgd_0.05_20_7	0.0	0.0	0.0	3283.0
6529	highwgd	0.05	20	7	manhattan_fastme	data_highwgd_0.05_20_7	2.0	0.05464665	0.01503759	3284.0
6530	highwgd	0.05	20	7	MEDALT	data_highwgd_0.05_20_7	10.0	0.2521902	0.1233083	3285.0
6531	highwgd	0.05	20	7	medicc	data_highwgd_0.05_20_7	2.0	0.07413024	0.06015038	3286.0
6532	highwgd	0.05	20	8	euclidean_nj	data_highwgd_0.05_20_8	2.0	0.06592474	0.03308271	3287.0
6533	highwgd	0.05	20	8	manhattan_nj	data_highwgd_0.05_20_8	0.0	0.0	0.0	3288.0
6534	highwgd	0.05	20	8	euclidean_fastme	data_highwgd_0.05_20_8	2.0	0.06592474	0.03308271	3289.0
6535	highwgd	0.05	20	8	manhattan_fastme	data_highwgd_0.05_20_8	14.0	0.2711483	0.2639933	3290.0
6536	highwgd	0.05	20	8	MEDALT	data_highwgd_0.05_20_8	9.0	0.1892133	0.1019215	3291.0
6537	highwgd	0.05	20	8	medicc	data_highwgd_0.05_20_8	0.0	0.0	0.0	3292.0
6538	highwgd	0.05	20	9	euclidean_nj	data_highwgd_0.05_20_9	10.0	0.2358259	0.1971596	3293.0
6539	highwgd	0.05	20	9	manhattan_nj	data_highwgd_0.05_20_9	0.0	0.0	0.0	3294.0
6540	highwgd	0.05	20	9	euclidean_fastme	data_highwgd_0.05_20_9	10.0	0.2358259	0.1971596	3295.0
6541	highwgd	0.05	20	9	manhattan_fastme	data_highwgd_0.05_20_9	2.0	0.032582226	0.003007519	3296.0
6542	highwgd	0.05	20	9	MEDALT	data_highwgd_0.05_20_9	13.0	0.261463	0.1279866	3297.0
6543	highwgd	0.05	20	9	medicc	data_highwgd_0.05_20_9	0.0	0.0	0.0	3298.0
6544	highwgd	0.05	250	0	euclidean_nj	data_highwgd_0.05_250_0	140.0	0.1782334	0.0946668	3299.0
6545	highwgd	0.05	250	0	manhattan_nj	data_highwgd_0.05_250_0	104.0	0.14028034	0.08785582	3300.0
6546	highwgd	0.05	250	0	euclidean_fastme	data_highwgd_0.05_250_0	112.0	0.1827901	0.1353397	3301.0
6547	highwgd	0.05	250	0	manhattan_fastme	data_highwgd_0.05_250_0	142.0	0.1745112	0.1318786	3302.0
6548	highwgd	0.05	250	0	MEDALT	data_highwgd_0.05_250_0	177.0	0.2518129	0.1334328	3303.0
6549	highwgd	0.05	250	0	medicc	data_highwgd_0.05_250_0	56.0	0.062271936	0.007454761	3304.0
6550	highwgd	0.05	250	1	euclidean_nj	data_highwgd_0.05_250_1	146.0	0.20574852	0.08539675	3305.0
6551	highwgd	0.05	250	1	manhattan_nj	data_highwgd_0.05_250_1	100.0	0.1885093	0.1951662	3306.0
6552	highwgd	0.05	250	1	euclidean_fastme	data_highwgd_0.05_250_1	116.0	0.1995289	0.0842725	3307.0
6553	highwgd	0.05	250	1	manhattan_fastme	data_highwgd_0.05_250_1	118.0	0.2199326	0.2098809	3308.0
6554	highwgd	0.05	250	1	MEDALT	data_highwgd_0.05_250_1	215.0	0.29669227	0.06033709	3309.0
6555	highwgd	0.05	250	1	medicc	data_highwgd_0.05_250_1	74.0	0.10503321	0.03640616	3310.0
6556	highwgd	0.05	250	10	euclidean_nj	data_highwgd_0.05_250_10	148.0	0.22162209	0.08150647	3311.0
6557	highwgd	0.05	250	10	manhattan_nj	data_highwgd_0.05_250_10	100.0	0.1699275	0.199509	3312.0
6558	highwgd	0.05	250	10	euclidean_fastme	data_highwgd_0.05_250_10	132.0	0.20115409	0.08433426	3313.0
6559	highwgd	0.05	250	10	manhattan_fastme	data_highwgd_0.05_250_10	128.0	0.1941423	0.2488718	3314.0
6560	highwgd	0.05	250	10	MEDALT	data_highwgd_0.05_250_10	202.0	0.2590844	0.0827317	3315.0
6561	highwgd	0.05	250	10	medicc	data_highwgd_0.05_250_10	82.0	0.078752397	0.002826892	3316.0
6562	highwgd	0.05	250	11	euclidean_nj	data_highwgd_0.05_250_11	126.0	0.15730874	0.06403479	3317.0
6563	highwgd	0.05	250	11	manhattan_nj	data_highwgd_0.05_250_11	72.0	0.09020803	0.02903499	3318.0
6564	highwgd	0.05	250	11	euclidean_fastme	data_highwgd_0.05_250_11	118.0	0.1969851	0.1671415	3319.0
6565	highwgd	0.05	250	11	manhattan_fastme	data_highwgd_0.05_250_11	102.0	0.12587301	0.08666512	3320.0
6566	highwgd	0.05	250	11	MEDALT	data_highwgd_0.05_250_11	227.0	0.29187258	0.06178958	3321.0
6567	highwgd	0.05	250	11	medicc	data_highwgd_0.05_250_11	44.0	0.049021149	0.001533101	3322.0
6568	highwgd	0.05	250	12	euclidean_nj	data_highwgd_0.05_250_12	172.0	0.2477568	0.1296196	3323.0
6569	highwgd	0.05	250	12	manhattan_nj	data_highwgd_0.05_250_12	160.0	0.2460248	0.3011505	3324.0
6570	highwgd	0.05	250	12	euclidean_fastme	data_highwgd_0.05_250_12	174.0	0.2572701	0.2578162	3325.0
6571	highwgd	0.05	250	12	manhattan_fastme	data_highwgd_0.05_250_12	146.0	0.2552911	0.3076484	3326.0
6572	highwgd	0.05	250	12	MEDALT	data_highwgd_0.05_250_12	235.0	0.3499378	0.1592327	3327.0
6573	highwgd	0.05	250	12	medicc	data_highwgd_0.05_250_12	114.0	0.10773226	0.01046853	3328.0
6574	highwgd	0.05	250	13	euclidean_nj	data_highwgd_0.05_250_13	192.0	0.2644054	0.2161854	3329.0
6575	highwgd	0.05	250	13	manhattan_nj	data_highwgd_0.05_250_13	136.0	0.2357414	0.2736038	3330.0
6576	highwgd	0.05	250	13	euclidean_fastme	data_highwgd_0.05_250_13	192.0	0.3112926	0.2544893	3331.0
6577	highwgd	0.05	250	13	manhattan_fastme	data_highwgd_0.05_250_13	152.0	0.2568245	0.1786852	3332.0
6578	highwgd	0.05	250	13	MEDALT	data_highwgd_0.05_250_13	205.0	0.3298193	0.1320179	3333.0
6579	highwgd	0.05	250	13	medicc	data_highwgd_0.05_250_13	86.0	0.10317694	0.01309862	3334.0
6580	highwgd	0.05	250	14	euclidean_nj	data_highwgd_0.05_250_14	144.0	0.2162068	0.2109286	3335.0
6581	highwgd	0.05	250	14	manhattan_nj	data_highwgd_0.05_250_14	102.0	0.1409082	0.1286181	3336.0
6582	highwgd	0.05	250	14	euclidean_fastme	data_highwgd_0.05_250_14	128.0	0.2291758	0.2252789	3337.0
6583	highwgd	0.05	250	14	manhattan_fastme	data_highwgd_0.05_250_14	138.0	0.1864531	0.1318372	3338.0
6584	highwgd	0.05	250	14	MEDALT	data_highwgd_0.05_250_14	195.0	0.3128859	0.1511183	3339.0
6585	highwgd	0.05	250	14	medicc	data_highwgd_0.05_250_14	58.0	0.090354444	0.008988927	3340.0
6586	highwgd	0.05	250	15	euclidean_nj	data_highwgd_0.05_250_15	138.0	0.2194667	0.1926274	3341.0
6587	highwgd	0.05	250	15	manhattan_nj	data_highwgd_0.05_250_15	118.0	0.1911974	0.2131734	3342.0
6588	highwgd	0.05	250	15	euclidean_fastme	data_highwgd_0.05_250_15	112.0	0.1975446	0.2020921	3343.0
6589	highwgd	0.05	250	15	manhattan_fastme	data_highwgd_0.05_250_15	102.0	0.1507365	0.1417392	3344.0
6590	highwgd	0.05	250	15	MEDALT	data_highwgd_0.05_250_15	216.0	0.3113467	0.1095566	3345.0
6591	highwgd	0.05	250	15	medicc	data_highwgd_0.05_250_15	86.0	0.09620433	0.0197826	3346.0
6592	highwgd	0.05	250	16	euclidean_nj	data_highwgd_0.05_250_16	158.0	0.250282	0.1433094	3347.0
6593	highwgd	0.05	250	16	manhattan_nj	data_highwgd_0.05_250_16	128.0	0.1741147	0.1612728	3348.0
6594	highwgd	0.05	250	16	euclidean_fastme	data_highwgd_0.05_250_16	180.0	0.22671586	0.07630118	3349.0
6595	highwgd	0.05	250	16	manhattan_fastme	data_highwgd_0.05_250_16	136.0	0.1716828	0.1250532	3350.0
6596	highwgd	0.05	250	16	MEDALT	data_highwgd_0.05_250_16	187.0	0.2676875	0.1003458	3351.0
6597	highwgd	0.05	250	16	medicc	data_highwgd_0.05_250_16	100.0	0.13743995	0.09298633	3352.0
6598	highwgd	0.05	250	17	euclidean_nj	data_highwgd_0.05_250_17	182.0	0.2821428	0.2200011	3353.0
6599	highwgd	0.05	250	17	manhattan_nj	data_highwgd_0.05_250_17	154.0	0.2051929	0.1439259	3354.0
6600	highwgd	0.05	250	17	euclidean_fastme	data_highwgd_0.05_250_17	164.0	0.2671941	0.2213858	3355.0
6601	highwgd	0.05	250	17	manhattan_fastme	data_highwgd_0.05_250_17	128.0	0.2008824	0.2484489	3356.0
6602	highwgd	0.05	250	17	MEDALT	data_highwgd_0.05_250_17	210.0	0.25688513	0.07889375	3357.0
6603	highwgd	0.05	250	17	medicc	data_highwgd_0.05_250_17	116.0	0.14354949	0.07690406	3358.0
6604	highwgd	0.05	250	18	euclidean_nj	data_highwgd_0.05_250_18	132.0	0.2166569	0.1254769	3359.0
6605	highwgd	0.05	250	18	manhattan_nj	data_highwgd_0.05_250_18	120.0	0.236846	0.2869808	3360.0
6606	highwgd	0.05	250	18	euclidean_fastme	data_highwgd_0.05_250_18	124.0	0.2085199	0.1293728	3361.0
6607	highwgd	0.05	250	18	manhattan_fastme	data_highwgd_0.05_250_18	134.0	0.2291578	0.2501138	3362.0
6608	highwgd	0.05	250	18	MEDALT	data_highwgd_0.05_250_18	186.0	0.2819502	0.1370567	3363.0
6609	highwgd	0.05	250	18	medicc	data_highwgd_0.05_250_18	56.0	0.07590877	0.02660237	3364.0
6610	highwgd	0.05	250	19	euclidean_nj	data_highwgd_0.05_250_19	130.0	0.1726535	0.1309001	3365.0
6611	highwgd	0.05	250	19	manhattan_nj	data_highwgd_0.05_250_19	86.0	0.11956221	0.09831731	3366.0
6612	highwgd	0.05	250	19	euclidean_fastme	data_highwgd_0.05_250_19	134.0	0.1906271	0.1094879	3367.0
6613	highwgd	0.05	250	19	manhattan_fastme	data_highwgd_0.05_250_19	118.0	0.15163919	0.06841318	3368.0
6614	highwgd	0.05	250	19	MEDALT	data_highwgd_0.05_250_19	167.0	0.2514334	0.131828	3369.0
6615	highwgd	0.05	250	19	medicc	data_highwgd_0.05_250_19	48.0	0.05111998	0.0009964216	3370.0
6616	highwgd	0.05	250	2	euclidean_nj	data_highwgd_0.05_250_2	130.0	0.2214025	0.1252686	3371.0
6617	highwgd	0.05	250	2	manhattan_nj	data_highwgd_0.05_250_2	86.0	0.15407917	0.08660901	3372.0
6618	highwgd	0.05	250	2	euclidean_fastme	data_highwgd_0.05_250_2	120.0	0.247959	0.157443	3373.0
6619	highwgd	0.05	250	2	manhattan_fastme	data_highwgd_0.05_250_2	104.0	0.1743311	0.2038425	3374.0
6620	highwgd	0.05	250	2	MEDALT	data_highwgd_0.05_250_2	193.0	0.29966903	0.09438174	3375.0
6621	highwgd	0.05	250	2	medicc	data_highwgd_0.05_250_2	72.0	0.1085831	0.0586437	3376.0
6622	highwgd	0.05	250	20	euclidean_nj	data_highwgd_0.05_250_20	156.0	0.19636793	0.08655593	3377.0
6623	highwgd	0.05	250	20	manhattan_nj	data_highwgd_0.05_250_20	122.0	0.15858017	0.08343381	3378.0
6624	highwgd	0.05	250	20	euclidean_fastme	data_highwgd_0.05_250_20	174.0	0.1968398	0.0689641	3379.0
6625	highwgd	0.05	250	20	manhattan_fastme	data_highwgd_0.05_250_20	132.0	0.1993668	0.1405164	3380.0
6626	highwgd	0.05	250	20	MEDALT	data_highwgd_0.05_250_20	200.0	0.2725674	0.114723	3381.0
6627	highwgd	0.05	250	20	medicc	data_highwgd_0.05_250_20	78.0	0.075711877	0.002437324	3382.0
6628	highwgd	0.05	250	21	euclidean_nj	data_highwgd_0.05_250_21	130.0	0.14412427	0.07532373	3383.0
6629	highwgd	0.05	250	21	manhattan_nj	data_highwgd_0.05_250_21	70.0	0.1109028	0.1269944	3384.0
6630	highwgd	0.05	250	21	euclidean_fastme	data_highwgd_0.05_250_21	98.0	0.11773127	0.07204212	3385.0
6631	highwgd	0.05	250	21	manhattan_fastme	data_highwgd_0.05_250_21	90.0	0.16612521	0.08776021	3386.0
6632	highwgd	0.05	250	21	MEDALT	data_highwgd_0.05_250_21	186.0	0.24312888	0.04396355	3387.0
6633	highwgd	0.05	250	21	medicc	data_highwgd_0.05_250_21	54.0	0.076712132	0.002754749	3388.0
6634	highwgd	0.05	250	22	euclidean_nj	data_highwgd_0.05_250_22	146.0	0.190595	0.101691	3389.0
6635	highwgd	0.05	250	22	manhattan_nj	data_highwgd_0.05_250_22	106.0	0.1608101	0.1514347	3390.0
6636	highwgd	0.05	250	22	euclidean_fastme	data_highwgd_0.05_250_22	132.0	0.1795816	0.1021857	3391.0
6637	highwgd	0.05	250	22	manhattan_fastme	data_highwgd_0.05_250_22	126.0	0.1833469	0.154439	3392.0
6638	highwgd	0.05	250	22	MEDALT	data_highwgd_0.05_250_22	200.0	0.3505833	0.0932388	3393.0
6639	highwgd	0.05	250	22	medicc	data_highwgd_0.05_250_22	56.0	0.065111954	0.001726876	3394.0
6640	highwgd	0.05	250	23	euclidean_nj	data_highwgd_0.05_250_23	144.0	0.2763329	0.2821763	3395.0
6641	highwgd	0.05	250	23	manhattan_nj	data_highwgd_0.05_250_23	120.0	0.237679	0.2628211	3396.0
6642	highwgd	0.05	250	23	euclidean_fastme	data_highwgd_0.05_250_23	134.0	0.2582552	0.2741898	3397.0
6643	highwgd	0.05	250	23	manhattan_fastme	data_highwgd_0.05_250_23	126.0	0.2265465	0.1813681	3398.0
6644	highwgd	0.05	250	23	MEDALT	data_highwgd_0.05_250_23	201.0	0.2782701	0.1179416	3399.0
6645	highwgd	0.05	250	23	medicc	data_highwgd_0.05_250_23	102.0	0.1488975	0.0764987	3400.0
6646	highwgd	0.05	250	24	euclidean_nj	data_highwgd_0.05_250_24	190.0	0.286572	0.2790028	3401.0
6647	highwgd	0.05	250	24	manhattan_nj	data_highwgd_0.05_250_24	122.0	0.211379	0.2360702	3402.0
6648	highwgd	0.05	250	24	euclidean_fastme	data_highwgd_0.05_250_24	174.0	0.2942975	0.2855718	3403.0
6649	highwgd	0.05	250	24	manhattan_fastme	data_highwgd_0.05_250_24	138.0	0.2528115	0.27615	3404.0
6650	highwgd	0.05	250	24	MEDALT	data_highwgd_0.05_250_24	204.0	0.3353317	0.2067012	3405.0
6651	highwgd	0.05	250	24	medicc	data_highwgd_0.05_250_24	72.0	0.1097217	0.1192599	3406.0
6652	highwgd	0.05	250	3	euclidean_nj	data_highwgd_0.05_250_3	212.0	0.2727736	0.2022225	3407.0
6653	highwgd	0.05	250	3	manhattan_nj	data_highwgd_0.05_250_3	132.0	0.1823614	0.1580925	3408.0
6654	highwgd	0.05	250	3	euclidean_fastme	data_highwgd_0.05_250_3	178.0	0.2904079	0.3113474	3409.0
6655	highwgd	0.05	250	3	manhattan_fastme	data_highwgd_0.05_250_3	140.0	0.1948198	0.1288724	3410.0
6656	highwgd	0.05	250	3	MEDALT	data_highwgd_0.05_250_3	219.0	0.2968506	0.1514415	3411.0
6657	highwgd	0.05	250	3	medicc	data_highwgd_0.05_250_3	108.0	0.12402881	0.01452986	3412.0
6658	highwgd	0.05	250	4	euclidean_nj	data_highwgd_0.05_250_4	198.0	0.2889057	0.125155	3413.0
6659	highwgd	0.05	250	4	manhattan_nj	data_highwgd_0.05_250_4	150.0	0.2107322	0.1714268	3414.0
6660	highwgd	0.05	250	4	euclidean_fastme	data_highwgd_0.05_250_4	166.0	0.25341662	0.04394941	3415.0
6661	highwgd	0.05	250	4	manhattan_fastme	data_highwgd_0.05_250_4	140.0	0.1838036	0.1497827	3416.0
6662	highwgd	0.05	250	4	MEDALT	data_highwgd_0.05_250_4	195.0	0.3097358	0.1309418	3417.0
6663	highwgd	0.05	250	4	medicc	data_highwgd_0.05_250_4	92.0	0.11336118	0.01208531	3418.0
6664	highwgd	0.05	250	5	euclidean_nj	data_highwgd_0.05_250_5	154.0	0.2377707	0.2027074	3419.0
6665	highwgd	0.05	250	5	manhattan_nj	data_highwgd_0.05_250_5	124.0	0.1933235	0.2506469	3420.0
6666	highwgd	0.05	250	5	euclidean_fastme	data_highwgd_0.05_250_5	152.0	0.2646664	0.1478593	3421.0
6667	highwgd	0.05	250	5	manhattan_fastme	data_highwgd_0.05_250_5	168.0	0.2401917	0.235644	3422.0
6668	highwgd	0.05	250	5	MEDALT	data_highwgd_0.05_250_5	192.0	0.28725022	0.09580104	3423.0
6669	highwgd	0.05	250	5	medicc	data_highwgd_0.05_250_5	108.0	0.11182074	0.02084764	3424.0
6670	highwgd	0.05	250	6	euclidean_nj	data_highwgd_0.05_250_6	162.0	0.2487836	0.1995374	3425.0
6671	highwgd	0.05	250	6	manhattan_nj	data_highwgd_0.05_250_6	136.0	0.2229629	0.1967563	3426.0
6672	highwgd	0.05	250	6	euclidean_fastme	data_highwgd_0.05_250_6	158.0	0.2712394	0.2764791	3427.0
6673	highwgd	0.05	250	6	manhattan_fastme	data_highwgd_0.05_250_6	156.0	0.2353319	0.2106661	3428.0
6674	highwgd	0.05	250	6	MEDALT	data_highwgd_0.05_250_6	219.0	0.28250777	0.09088795	3429.0
6675	highwgd	0.05	250	6	medicc	data_highwgd_0.05_250_6	104.0	0.13600007	0.06376293	3430.0
6676	highwgd	0.05	250	7	euclidean_nj	data_highwgd_0.05_250_7	192.0	0.2458003	0.1788813	3431.0
6677	highwgd	0.05	250	7	manhattan_nj	data_highwgd_0.05_250_7	144.0	0.224656	0.2160344	3432.0
6678	highwgd	0.05	250	7	euclidean_fastme	data_highwgd_0.05_250_7	172.0	0.219377	0.1174407	3433.0
6679	highwgd	0.05	250	7	manhattan_fastme	data_highwgd_0.05_250_7	156.0	0.18753489	0.08580909	3434.0
6680	highwgd	0.05	250	7	MEDALT	data_highwgd_0.05_250_7	199.0	0.2651875	0.1508305	3435.0
6681	highwgd	0.05	250	7	medicc	data_highwgd_0.05_250_7	92.0	0.102649484	0.008230664	3436.0
6682	highwgd	0.05	250	8	euclidean_nj	data_highwgd_0.05_250_8	148.0	0.2065192	0.1215225	3437.0
6683	highwgd	0.05	250	8	manhattan_nj	data_highwgd_0.05_250_8	110.0	0.163138	0.1128566	3438.0
6684	highwgd	0.05	250	8	euclidean_fastme	data_highwgd_0.05_250_8	112.0	0.16494819	0.07937667	3439.0
6685	highwgd	0.05	250	8	manhattan_fastme	data_highwgd_0.05_250_8	96.0	0.1407819	0.1077801	3440.0
6686	highwgd	0.05	250	8	MEDALT	data_highwgd_0.05_250_8	167.0	0.22779343	0.08225323	3441.0
6687	highwgd	0.05	250	8	medicc	data_highwgd_0.05_250_8	56.0	0.057216574	0.005706257	3442.0
6688	highwgd	0.05	250	9	euclidean_nj	data_highwgd_0.05_250_9	144.0	0.1770973	0.1323032	3443.0
6689	highwgd	0.05	250	9	manhattan_nj	data_highwgd_0.05_250_9	94.0	0.11180363	0.02885347	3444.0
6690	highwgd	0.05	250	9	euclidean_fastme	data_highwgd_0.05_250_9	140.0	0.17367615	0.02344182	3445.0
6691	highwgd	0.05	250	9	manhattan_fastme	data_highwgd_0.05_250_9	124.0	0.14210639	0.08748792	3446.0
6692	highwgd	0.05	250	9	MEDALT	data_highwgd_0.05_250_9	192.0	0.2758401	0.1138885	3447.0
6693	highwgd	0.05	250	9	medicc	data_highwgd_0.05_250_9	52.0	0.054441777	0.002545998	3448.0
6694	highwgd	0.05	3	0	euclidean_nj	data_highwgd_0.05_3_0	0.0	0.0	0.0	3449.0
6695	highwgd	0.05	3	0	manhattan_nj	data_highwgd_0.05_3_0	2.0	1.0	1.0	3450.0
6696	highwgd	0.05	3	1	euclidean_nj	data_highwgd_0.05_3_1	0.0	0.0	0.0	3451.0
6697	highwgd	0.05	3	1	manhattan_nj	data_highwgd_0.05_3_1	0.0	0.0	0.0	3452.0
6698	highwgd	0.05	3	1	euclidean_fastme	data_highwgd_0.05_3_1	0.0	0.0	0.0	3453.0
6699	highwgd	0.05	3	1	manhattan_fastme	data_highwgd_0.05_3_1	0.0	0.0	0.0	3454.0
6700	highwgd	0.05	3	1	MEDALT	data_highwgd_0.05_3_1	0.0	0.0	0.0	3455.0
6701	highwgd	0.05	3	1	medicc	data_highwgd_0.05_3_1	0.0	0.0	0.0	3456.0
6702	highwgd	0.05	3	10	euclidean_nj	data_highwgd_0.05_3_10	0.0	0.0	0.0	3457.0
6703	highwgd	0.05	3	10	manhattan_nj	data_highwgd_0.05_3_10	0.0	0.0	0.0	3458.0
6704	highwgd	0.05	3	10	euclidean_fastme	data_highwgd_0.05_3_10	0.0	0.0	0.0	3459.0
6705	highwgd	0.05	3	10	manhattan_fastme	data_highwgd_0.05_3_10	0.0	0.0	0.0	3460.0
6706	highwgd	0.05	3	10	MEDALT	data_highwgd_0.05_3_10	0.0	0.0	0.0	3461.0
6707	highwgd	0.05	3	10	medicc	data_highwgd_0.05_3_10	0.0	0.0	0.0	3462.0
6708	highwgd	0.05	3	11	euclidean_nj	data_highwgd_0.05_3_11	2.0	1.0	1.0	3463.0
6709	highwgd	0.05	3	11	manhattan_nj	data_highwgd_0.05_3_11	0.0	0.0	0.0	3464.0
6710	highwgd	0.05	3	11	euclidean_fastme	data_highwgd_0.05_3_11	2.0	1.0	1.0	3465.0
6711	highwgd	0.05	3	11	manhattan_fastme	data_highwgd_0.05_3_11	0.0	0.0	0.0	3466.0
6712	highwgd	0.05	3	11	MEDALT	data_highwgd_0.05_3_11	0.0	0.0	0.0	3467.0
6713	highwgd	0.05	3	11	medicc	data_highwgd_0.05_3_11	0.0	0.0	0.0	3468.0
