Rate	Number of Leaves	n	WGD	Method	Distance
0.025	5	5	Low WGD	Hamming NJ	0.308181620264318
0.025	5	5	Low WGD	MEDICC2	0.0
0.025	5	5	No WGD	MEDALT	0.496393634439739
0.025	5	5	No WGD	Euclidean Min. Ev.	0.0
0.025	5	5	No WGD	Euclidean NJ	0.0
0.025	5	5	No WGD	Hamming Min. Ev.	0.0
0.025	5	5	No WGD	Hamming NJ	0.0
0.025	5	5	No WGD	MEDICC2	0.0
0.025	5	6	High WGD	MEDALT	0.339470737180001
0.025	5	6	High WGD	Euclidean Min. Ev.	0.0
0.025	5	6	High WGD	Euclidean NJ	0.0
0.025	5	6	High WGD	Hamming Min. Ev.	0.0
0.025	5	6	High WGD	Hamming NJ	0.0
0.025	5	6	High WGD	MEDICC2	0.0
0.025	5	6	Low WGD	MEDALT	0.496393634439739
0.025	5	6	Low WGD	Euclidean Min. Ev.	0.308181620264318
0.025	5	6	Low WGD	Euclidean NJ	0.308181620264318
0.025	5	6	Low WGD	Hamming Min. Ev.	0.308181620264318
0.025	5	6	Low WGD	Hamming NJ	0.0
0.025	5	6	Low WGD	MEDICC2	0.0
0.025	5	6	No WGD	MEDALT	0.193126721428565
0.025	5	6	No WGD	Euclidean Min. Ev.	0.470047680222583
0.025	5	6	No WGD	Euclidean NJ	0.0
0.025	5	6	No WGD	Hamming Min. Ev.	0.470047680222583
0.025	5	6	No WGD	Hamming NJ	0.0
0.025	5	6	No WGD	MEDICC2	0.0
0.025	5	7	High WGD	MEDALT	0.496393634439739
0.025	5	7	High WGD	Euclidean Min. Ev.	0.343074842208707
0.025	5	7	High WGD	Euclidean NJ	0.343074842208707
0.025	5	7	High WGD	Hamming Min. Ev.	0.343074842208707
0.025	5	7	High WGD	Hamming NJ	0.0
0.025	5	7	High WGD	MEDICC2	0.0
0.025	5	7	Low WGD	MEDALT	0.496393634439739
0.025	5	7	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	7	Low WGD	Euclidean NJ	0.0
0.025	5	7	Low WGD	Hamming Min. Ev.	0.0
0.025	5	7	Low WGD	Hamming NJ	0.0
0.025	5	7	Low WGD	MEDICC2	0.0
0.025	5	7	No WGD	MEDALT	0.799086165364304
0.025	5	7	No WGD	Euclidean Min. Ev.	0.0
0.025	5	7	No WGD	Euclidean NJ	0.0
0.025	5	7	No WGD	Hamming Min. Ev.	0.0
0.025	5	7	No WGD	Hamming NJ	0.0
0.025	5	7	No WGD	MEDICC2	0.0
0.025	5	8	High WGD	MEDALT	0.339470737180001
0.025	5	8	High WGD	Euclidean Min. Ev.	0.0
0.025	5	8	High WGD	Euclidean NJ	0.0
0.025	5	8	High WGD	Hamming Min. Ev.	0.0
0.025	5	8	High WGD	Hamming NJ	0.0
0.025	5	8	High WGD	MEDICC2	0.0
0.025	5	8	Low WGD	MEDALT	0.193126721428565
0.025	5	8	Low WGD	Euclidean Min. Ev.	0.308181620264318
0.025	5	8	Low WGD	Euclidean NJ	0.308181620264318
0.025	5	8	Low WGD	Hamming Min. Ev.	0.308181620264318
0.025	5	8	Low WGD	Hamming NJ	0.308181620264318
0.025	5	8	Low WGD	MEDICC2	0.308181620264318
0.025	5	8	No WGD	MEDALT	0.186433716182681
0.025	5	8	No WGD	Euclidean Min. Ev.	0.0
0.025	5	8	No WGD	Euclidean NJ	0.0
0.025	5	8	No WGD	Hamming Min. Ev.	0.0
0.025	5	8	No WGD	Hamming NJ	0.0
0.025	5	8	No WGD	MEDICC2	0.0
0.025	5	9	High WGD	MEDALT	1.0
0.025	5	9	High WGD	Euclidean Min. Ev.	0.0
0.025	5	9	High WGD	Euclidean NJ	0.323732119916531
0.025	5	9	High WGD	Hamming Min. Ev.	0.0
0.025	5	9	High WGD	Hamming NJ	0.0
0.025	5	9	High WGD	MEDICC2	0.0
0.025	5	9	Low WGD	MEDALT	0.102799504956754
0.025	5	9	Low WGD	Euclidean Min. Ev.	0.323732119916531
0.025	5	9	Low WGD	Euclidean NJ	0.0
0.025	5	9	Low WGD	Hamming Min. Ev.	0.323732119916531
0.025	5	9	Low WGD	Hamming NJ	0.0
0.025	5	9	Low WGD	MEDICC2	0.0
0.025	5	9	No WGD	MEDALT	0.387773075542673
0.025	5	9	No WGD	Euclidean Min. Ev.	0.0
0.025	5	9	No WGD	Euclidean NJ	0.0
0.025	5	9	No WGD	Hamming Min. Ev.	0.0
0.025	5	9	No WGD	Hamming NJ	0.0
0.025	5	9	No WGD	MEDICC2	0.0
0.025	5	10	High WGD	MEDALT	0.193126721428565
0.025	5	10	High WGD	Euclidean Min. Ev.	0.0
0.025	5	10	High WGD	Euclidean NJ	0.0
0.025	5	10	High WGD	Hamming Min. Ev.	0.0
0.025	5	10	High WGD	Hamming NJ	0.308181620264318
0.025	5	10	High WGD	MEDICC2	0.0
0.025	5	10	Low WGD	MEDALT	0.496393634439739
0.025	5	10	Low WGD	Euclidean Min. Ev.	0.308181620264318
0.025	5	10	Low WGD	Euclidean NJ	0.308181620264318
0.025	5	10	Low WGD	Hamming Min. Ev.	0.308181620264318
0.025	5	10	Low WGD	Hamming NJ	0.0
0.025	5	10	Low WGD	MEDICC2	0.0
0.025	5	10	No WGD	MEDALT	0.473539945238102
0.025	5	10	No WGD	Euclidean Min. Ev.	0.308181620264318
0.025	5	10	No WGD	Euclidean NJ	0.308181620264318
0.025	5	10	No WGD	Hamming Min. Ev.	0.308181620264318
0.025	5	10	No WGD	Hamming NJ	0.0
0.025	5	10	No WGD	MEDICC2	0.308181620264318
0.025	5	11	High WGD	MEDALT	0.249768746821144
0.025	5	11	High WGD	Euclidean Min. Ev.	0.0
0.025	5	11	High WGD	Euclidean NJ	0.0
0.025	5	11	High WGD	Hamming Min. Ev.	0.0
0.025	5	11	High WGD	Hamming NJ	0.0
0.025	5	11	High WGD	MEDICC2	0.0
0.025	5	11	Low WGD	MEDALT	0.358722062710725
0.025	5	11	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	11	Low WGD	Euclidean NJ	0.0
0.025	5	11	Low WGD	Hamming Min. Ev.	0.0
0.025	5	11	Low WGD	Hamming NJ	0.0
0.025	5	11	Low WGD	MEDICC2	0.0
0.025	5	11	No WGD	MEDALT	0.420619835714305
0.025	5	11	No WGD	Euclidean Min. Ev.	0.308181620264318
0.025	5	11	No WGD	Euclidean NJ	0.308181620264318
0.025	5	11	No WGD	Hamming Min. Ev.	0.308181620264318
0.025	5	11	No WGD	Hamming NJ	0.0
0.025	5	11	No WGD	MEDICC2	0.0
0.025	5	12	High WGD	MEDALT	0.496458026037291
0.025	5	12	High WGD	Euclidean Min. Ev.	0.308181620264318
0.025	5	12	High WGD	Euclidean NJ	0.308181620264318
0.025	5	12	High WGD	Hamming Min. Ev.	0.308181620264318
0.025	5	12	High WGD	Hamming NJ	0.308181620264318
0.025	5	12	High WGD	MEDICC2	0.0
0.025	5	12	Low WGD	MEDALT	0.496393634439739
0.025	5	12	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	12	Low WGD	Euclidean NJ	0.0
0.025	5	12	Low WGD	Hamming Min. Ev.	0.0
0.025	5	12	Low WGD	Hamming NJ	0.0
0.025	5	12	Low WGD	MEDICC2	0.0
0.025	5	12	No WGD	MEDALT	0.496393634439739
0.025	5	12	No WGD	Euclidean Min. Ev.	0.323732119916531
0.025	5	12	No WGD	Euclidean NJ	0.323732119916531
0.025	5	12	No WGD	Hamming Min. Ev.	0.323732119916531
0.025	5	12	No WGD	Hamming NJ	0.0
0.025	5	12	No WGD	MEDICC2	0.0
0.025	5	13	High WGD	MEDALT	0.496393634439739
0.025	5	13	High WGD	Euclidean Min. Ev.	0.0
0.025	5	13	High WGD	Euclidean NJ	0.0
0.025	5	13	High WGD	Hamming Min. Ev.	0.0
0.025	5	13	High WGD	Hamming NJ	0.0
0.025	5	13	High WGD	MEDICC2	0.0
0.025	5	13	Low WGD	MEDALT	0.551262141581492
0.025	5	13	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	13	Low WGD	Euclidean NJ	0.0
0.025	5	13	Low WGD	Hamming Min. Ev.	0.0
0.025	5	13	Low WGD	Hamming NJ	0.0
0.025	5	13	Low WGD	MEDICC2	0.0
0.025	5	13	No WGD	MEDALT	0.387773075542673
0.025	5	13	No WGD	Euclidean Min. Ev.	0.0
0.025	5	13	No WGD	Euclidean NJ	0.0
0.025	5	13	No WGD	Hamming Min. Ev.	0.0
0.025	5	13	No WGD	Hamming NJ	0.0
0.025	5	13	No WGD	MEDICC2	0.0
0.025	5	14	High WGD	MEDALT	0.102799504956754
0.025	5	14	High WGD	Euclidean Min. Ev.	0.308181620264318
0.025	5	14	High WGD	Euclidean NJ	0.308181620264318
0.025	5	14	High WGD	Hamming Min. Ev.	0.308181620264318
0.025	5	14	High WGD	Hamming NJ	0.0
0.025	5	14	High WGD	MEDICC2	0.0
0.025	5	14	Low WGD	MEDALT	0.435854199603213
0.025	5	14	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	14	Low WGD	Euclidean NJ	0.0
0.025	5	14	Low WGD	Hamming Min. Ev.	0.0
0.025	5	14	Low WGD	Hamming NJ	0.323732119916531
0.025	5	14	Low WGD	MEDICC2	0.0
0.025	5	14	No WGD	MEDALT	0.496393634439739
0.025	5	14	No WGD	Euclidean Min. Ev.	0.0
0.025	5	14	No WGD	Euclidean NJ	0.0
0.025	5	14	No WGD	Hamming Min. Ev.	0.0
0.025	5	14	No WGD	Hamming NJ	0.0
0.025	5	14	No WGD	MEDICC2	0.0
0.025	5	15	High WGD	MEDALT	0.193126721428565
0.025	5	15	High WGD	Euclidean Min. Ev.	0.0
0.025	5	15	High WGD	Euclidean NJ	0.0
0.025	5	15	High WGD	Hamming Min. Ev.	0.0
0.025	5	15	High WGD	Hamming NJ	0.0
0.025	5	15	High WGD	MEDICC2	0.0
0.025	5	15	Low WGD	MEDALT	1.0
0.025	5	15	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	15	Low WGD	Euclidean NJ	0.0
0.025	5	15	Low WGD	Hamming Min. Ev.	0.0
0.025	5	15	Low WGD	Hamming NJ	0.0
0.025	5	15	Low WGD	MEDICC2	0.0
0.025	5	15	No WGD	MEDALT	0.387773075542673
0.025	5	15	No WGD	Euclidean Min. Ev.	0.0
0.025	5	15	No WGD	Euclidean NJ	0.0
0.025	5	15	No WGD	Hamming Min. Ev.	0.0
0.025	5	15	No WGD	Hamming NJ	0.0
0.025	5	15	No WGD	MEDICC2	0.0
0.025	5	16	High WGD	MEDALT	0.52467394323735
0.025	5	16	High WGD	Euclidean Min. Ev.	0.0
0.025	5	16	High WGD	Euclidean NJ	0.0
0.025	5	16	High WGD	Hamming Min. Ev.	0.0
0.025	5	16	High WGD	Hamming NJ	0.0
0.025	5	16	High WGD	MEDICC2	0.0
0.025	5	16	Low WGD	MEDALT	1.0
0.025	5	16	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	16	Low WGD	Euclidean NJ	0.0
0.025	5	16	Low WGD	Hamming Min. Ev.	0.0
0.025	5	16	Low WGD	Hamming NJ	0.0
0.025	5	16	Low WGD	MEDICC2	0.0
0.025	5	16	No WGD	MEDALT	0.517959650460847
0.025	5	16	No WGD	Euclidean Min. Ev.	0.0
0.025	5	16	No WGD	Euclidean NJ	0.0
0.025	5	16	No WGD	Hamming Min. Ev.	0.0
0.025	5	16	No WGD	Hamming NJ	0.0
0.025	5	16	No WGD	MEDICC2	0.0
0.025	5	17	High WGD	MEDALT	0.52467394323735
0.025	5	17	High WGD	Euclidean Min. Ev.	0.491528404008749
0.025	5	17	High WGD	Euclidean NJ	0.491528404008749
0.025	5	17	High WGD	Hamming Min. Ev.	0.491528404008749
0.025	5	17	High WGD	Hamming NJ	0.0
0.025	5	17	High WGD	MEDICC2	0.0
0.025	5	17	Low WGD	MEDALT	1.0
0.025	5	17	Low WGD	Euclidean Min. Ev.	0.308181620264318
0.025	5	17	Low WGD	Euclidean NJ	0.308181620264318
0.025	5	17	Low WGD	Hamming Min. Ev.	0.308181620264318
0.025	5	17	Low WGD	Hamming NJ	0.308181620264318
0.025	5	17	Low WGD	MEDICC2	0.0
0.025	5	17	No WGD	MEDALT	0.695806034868598
0.025	5	17	No WGD	Euclidean Min. Ev.	0.0
0.025	5	17	No WGD	Euclidean NJ	0.0
0.025	5	17	No WGD	Hamming Min. Ev.	0.0
0.025	5	17	No WGD	Hamming NJ	0.0
0.025	5	17	No WGD	MEDICC2	0.0
0.025	5	18	High WGD	MEDALT	0.496393634439739
0.025	5	18	High WGD	Euclidean Min. Ev.	0.0
0.025	5	18	High WGD	Euclidean NJ	0.0
0.025	5	18	High WGD	Hamming Min. Ev.	0.0
0.025	5	18	High WGD	Hamming NJ	0.0
0.025	5	18	High WGD	MEDICC2	0.0
0.025	5	18	Low WGD	MEDALT	1.0
0.025	5	18	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	18	Low WGD	Euclidean NJ	0.0
0.025	5	18	Low WGD	Hamming Min. Ev.	0.0
0.025	5	18	Low WGD	Hamming NJ	0.0
0.025	5	18	Low WGD	MEDICC2	0.0
0.025	5	18	No WGD	MEDALT	0.496393634439739
0.025	5	18	No WGD	Euclidean Min. Ev.	0.0
0.025	5	18	No WGD	Euclidean NJ	0.0
0.025	5	18	No WGD	Hamming Min. Ev.	0.0
0.025	5	18	No WGD	Hamming NJ	0.308181620264318
0.025	5	18	No WGD	MEDICC2	0.0
0.025	5	19	High WGD	MEDALT	0.741961463216008
0.025	5	19	High WGD	Euclidean Min. Ev.	0.0
0.025	5	19	High WGD	Euclidean NJ	0.0
0.025	5	19	High WGD	Hamming Min. Ev.	0.0
0.025	5	19	High WGD	Hamming NJ	0.0
0.025	5	19	High WGD	MEDICC2	0.0
0.025	5	19	Low WGD	MEDALT	0.523635757240965
0.025	5	19	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	19	Low WGD	Euclidean NJ	0.0
0.025	5	19	Low WGD	Hamming Min. Ev.	0.0
0.025	5	19	Low WGD	Hamming NJ	0.343074842208707
0.025	5	19	Low WGD	MEDICC2	0.0
0.025	5	19	No WGD	MEDALT	0.339470737180001
0.025	5	19	No WGD	Euclidean Min. Ev.	0.0
0.025	5	19	No WGD	Euclidean NJ	0.0
0.025	5	19	No WGD	Hamming Min. Ev.	0.0
0.025	5	19	No WGD	Hamming NJ	0.0
0.025	5	19	No WGD	MEDICC2	0.0
0.025	5	20	High WGD	MEDALT	1.0
0.025	5	20	High WGD	Euclidean Min. Ev.	0.0
0.025	5	20	High WGD	Euclidean NJ	0.0
0.025	5	20	High WGD	Hamming Min. Ev.	0.0
0.025	5	20	High WGD	Hamming NJ	0.0
0.025	5	20	High WGD	MEDICC2	0.0
0.025	5	20	Low WGD	MEDALT	0.54436714447631
0.025	5	20	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	20	Low WGD	Euclidean NJ	0.0
0.025	5	20	Low WGD	Hamming Min. Ev.	0.0
0.025	5	20	Low WGD	Hamming NJ	0.0
0.025	5	20	Low WGD	MEDICC2	0.0
0.025	5	20	No WGD	MEDALT	0.193126721428565
0.025	5	20	No WGD	Euclidean Min. Ev.	0.343074842208707
0.025	5	20	No WGD	Euclidean NJ	0.343074842208707
0.025	5	20	No WGD	Hamming Min. Ev.	0.343074842208707
0.025	5	20	No WGD	Hamming NJ	0.0
0.025	5	20	No WGD	MEDICC2	0.0
0.025	5	21	High WGD	MEDALT	1.0
0.025	5	21	High WGD	Euclidean Min. Ev.	0.0
0.025	5	21	High WGD	Euclidean NJ	0.0
0.025	5	21	High WGD	Hamming Min. Ev.	0.0
0.025	5	21	High WGD	Hamming NJ	0.0
0.025	5	21	High WGD	MEDICC2	0.0
0.025	5	21	Low WGD	MEDALT	0.496393634439739
0.025	5	21	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	21	Low WGD	Euclidean NJ	0.0
0.025	5	21	Low WGD	Hamming Min. Ev.	0.0
0.025	5	21	Low WGD	Hamming NJ	0.0
0.025	5	21	Low WGD	MEDICC2	0.0
0.025	5	21	No WGD	MEDALT	0.473539945238102
0.025	5	21	No WGD	Euclidean Min. Ev.	0.0
0.025	5	21	No WGD	Euclidean NJ	0.0
0.025	5	21	No WGD	Hamming Min. Ev.	0.0
0.025	5	21	No WGD	Hamming NJ	0.0
0.025	5	21	No WGD	MEDICC2	0.0
0.025	5	22	High WGD	MEDALT	0.496393634439739
0.025	5	22	High WGD	Euclidean Min. Ev.	0.0
0.025	5	22	High WGD	Euclidean NJ	0.343074842208707
0.025	5	22	High WGD	Hamming Min. Ev.	0.0
0.025	5	22	High WGD	Hamming NJ	0.0
0.025	5	22	High WGD	MEDICC2	0.0
0.025	5	22	Low WGD	MEDALT	0.261763866265082
0.025	5	22	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	22	Low WGD	Euclidean NJ	0.0
0.025	5	22	Low WGD	Hamming Min. Ev.	0.0
0.025	5	22	Low WGD	Hamming NJ	0.0
0.025	5	22	Low WGD	MEDICC2	0.0
0.025	5	22	No WGD	MEDALT	0.52467394323735
0.025	5	22	No WGD	Euclidean Min. Ev.	0.0
0.025	5	22	No WGD	Euclidean NJ	0.0
0.025	5	22	No WGD	Hamming Min. Ev.	0.0
0.025	5	22	No WGD	Hamming NJ	0.0
0.025	5	22	No WGD	MEDICC2	0.0
0.025	5	23	High WGD	MEDALT	0.358722062710725
0.025	5	23	High WGD	Euclidean Min. Ev.	0.308181620264318
0.025	5	23	High WGD	Euclidean NJ	0.0
0.025	5	23	High WGD	Hamming Min. Ev.	0.308181620264318
0.025	5	23	High WGD	Hamming NJ	0.0
0.025	5	23	High WGD	MEDICC2	0.0
0.025	5	23	Low WGD	MEDALT	1.0
0.025	5	23	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	23	Low WGD	Euclidean NJ	0.0
0.025	5	23	Low WGD	Hamming Min. Ev.	0.0
0.025	5	23	Low WGD	Hamming NJ	0.308181620264318
0.025	5	23	Low WGD	MEDICC2	0.0
0.025	5	23	No WGD	MEDALT	0.358722062710725
0.025	5	23	No WGD	Euclidean Min. Ev.	0.0
0.025	5	23	No WGD	Euclidean NJ	0.0
0.025	5	23	No WGD	Hamming Min. Ev.	0.0
0.025	5	23	No WGD	Hamming NJ	0.0
0.025	5	23	No WGD	MEDICC2	0.0
0.025	5	24	High WGD	MEDALT	0.496393634439739
0.025	5	24	High WGD	Euclidean Min. Ev.	0.0
0.025	5	24	High WGD	Euclidean NJ	0.0
0.025	5	24	High WGD	Hamming Min. Ev.	0.0
0.025	5	24	High WGD	Hamming NJ	0.0
0.025	5	24	High WGD	MEDICC2	0.0
0.025	5	24	Low WGD	MEDALT	0.496393634439739
0.025	5	24	Low WGD	Euclidean Min. Ev.	0.0
0.025	5	24	Low WGD	Euclidean NJ	0.0
0.025	5	24	Low WGD	Hamming Min. Ev.	0.0
0.025	5	24	Low WGD	Hamming NJ	0.0
0.025	5	24	Low WGD	MEDICC2	0.0
0.025	5	24	No WGD	MEDALT	0.410490172552695
0.025	5	24	No WGD	Euclidean Min. Ev.	0.0
0.025	5	24	No WGD	Euclidean NJ	0.0
0.025	5	24	No WGD	Hamming Min. Ev.	0.0
0.025	5	24	No WGD	Hamming NJ	0.0
0.025	5	24	No WGD	MEDICC2	0.0
0.025	10	0	High WGD	MEDALT	0.374395304516056
0.025	10	0	High WGD	Euclidean Min. Ev.	0.0996627883374407
0.025	10	0	High WGD	Euclidean NJ	0.0996627883374407
0.025	10	0	High WGD	Hamming Min. Ev.	0.0996627883374407
0.025	10	0	High WGD	Hamming NJ	0.0
0.025	10	0	High WGD	MEDICC2	0.0
0.025	10	0	Low WGD	MEDALT	0.477304050630334
0.025	10	0	Low WGD	Euclidean Min. Ev.	0.0
0.025	10	0	Low WGD	Euclidean NJ	0.115563615913069
0.025	10	0	Low WGD	Hamming Min. Ev.	0.0
0.025	10	0	Low WGD	Hamming NJ	0.0
0.025	10	0	Low WGD	MEDICC2	0.0
0.025	10	0	No WGD	MEDALT	0.420076062293683
0.025	10	0	No WGD	Euclidean Min. Ev.	0.113523860283334
0.025	10	0	No WGD	Euclidean NJ	0.113523860283334
0.025	10	0	No WGD	Hamming Min. Ev.	0.113523860283334
0.025	10	0	No WGD	Hamming NJ	0.113523860283334
0.025	10	0	No WGD	MEDICC2	0.0
0.025	10	1	High WGD	MEDALT	0.481090530352827
0.025	10	1	High WGD	Euclidean Min. Ev.	0.29177247186466
0.025	10	1	High WGD	Euclidean NJ	0.29177247186466
0.025	10	1	High WGD	Hamming Min. Ev.	0.29177247186466
0.025	10	1	High WGD	Hamming NJ	0.0
0.025	10	1	High WGD	MEDICC2	0.147997013849727
0.025	10	1	Low WGD	MEDALT	0.579688692814963
0.025	10	1	Low WGD	Euclidean Min. Ev.	0.0
0.025	10	1	Low WGD	Euclidean NJ	0.0
0.025	10	1	Low WGD	Hamming Min. Ev.	0.0
0.025	10	1	Low WGD	Hamming NJ	0.0
0.025	10	1	Low WGD	MEDICC2	0.0
0.025	10	1	No WGD	MEDALT	0.593225542896025
0.025	10	1	No WGD	Euclidean Min. Ev.	0.0
0.025	10	1	No WGD	Euclidean NJ	0.0
0.025	10	1	No WGD	Hamming Min. Ev.	0.0
0.025	10	1	No WGD	Hamming NJ	0.13804330862614
0.025	10	1	No WGD	MEDICC2	0.0
0.025	10	2	High WGD	MEDALT	0.403000351161135
0.025	10	2	High WGD	Euclidean Min. Ev.	0.0
0.025	10	2	High WGD	Euclidean NJ	0.0
0.025	10	2	High WGD	Hamming Min. Ev.	0.0
0.025	10	2	High WGD	Hamming NJ	0.0925304396182364
0.025	10	2	High WGD	MEDICC2	0.0
0.025	10	2	Low WGD	MEDALT	0.497735315330505
0.025	10	2	Low WGD	Euclidean Min. Ev.	0.205815078861802
0.025	10	2	Low WGD	Euclidean NJ	0.252806557278188
0.025	10	2	Low WGD	Hamming Min. Ev.	0.205815078861802
0.025	10	2	Low WGD	Hamming NJ	0.0956571559569847
0.025	10	2	Low WGD	MEDICC2	0.0
0.025	10	2	No WGD	MEDALT	0.683507143080723
0.025	10	2	No WGD	Euclidean Min. Ev.	0.255560153403278
0.025	10	2	No WGD	Euclidean NJ	0.255560153403278
0.025	10	2	No WGD	Hamming Min. Ev.	0.255560153403278
0.025	10	2	No WGD	Hamming NJ	0.0
0.025	10	2	No WGD	MEDICC2	0.238801053282095
0.025	10	3	High WGD	MEDALT	0.791749916957568
0.025	10	3	High WGD	Euclidean Min. Ev.	0.221798022067462
0.025	10	3	High WGD	Euclidean NJ	0.221798022067462
0.025	10	3	High WGD	Hamming Min. Ev.	0.221798022067462
0.025	10	3	High WGD	Hamming NJ	0.0
0.025	10	3	High WGD	MEDICC2	0.0
0.025	10	3	Low WGD	MEDALT	0.629341113943345
0.025	10	3	Low WGD	Euclidean Min. Ev.	0.0
0.025	10	3	Low WGD	Euclidean NJ	0.0
0.025	10	3	Low WGD	Hamming Min. Ev.	0.0
0.025	10	3	Low WGD	Hamming NJ	0.135111618561446
0.025	10	3	Low WGD	MEDICC2	0.0
0.025	10	3	No WGD	MEDALT	0.369370723809982
0.025	10	3	No WGD	Euclidean Min. Ev.	0.0
0.025	10	3	No WGD	Euclidean NJ	0.0
0.025	10	3	No WGD	Hamming Min. Ev.	0.0
0.025	10	3	No WGD	Hamming NJ	0.125120505127267
0.025	10	3	No WGD	MEDICC2	0.0
0.025	10	4	High WGD	MEDALT	0.665405154259483
0.025	10	4	High WGD	Euclidean Min. Ev.	0.0
0.025	10	4	High WGD	Euclidean NJ	0.0
0.025	10	4	High WGD	Hamming Min. Ev.	0.0
0.025	10	4	High WGD	Hamming NJ	0.0
0.025	10	4	High WGD	MEDICC2	0.0
0.025	10	4	Low WGD	MEDALT	0.44028614110343
0.025	10	4	Low WGD	Euclidean Min. Ev.	0.0
0.025	10	4	Low WGD	Euclidean NJ	0.0
0.025	10	4	Low WGD	Hamming Min. Ev.	0.0
0.025	10	4	Low WGD	Hamming NJ	0.0
0.025	10	4	Low WGD	MEDICC2	0.0
0.025	10	4	No WGD	MEDALT	0.44004577815246
0.025	10	4	No WGD	Euclidean Min. Ev.	0.0932334406889658
0.025	10	4	No WGD	Euclidean NJ	0.0932334406889658
0.025	10	4	No WGD	Hamming Min. Ev.	0.0932334406889658
0.025	10	4	No WGD	Hamming NJ	0.0
0.025	10	4	No WGD	MEDICC2	0.123487164746886
0.025	10	5	High WGD	MEDALT	0.602006554526644
0.025	10	5	High WGD	Euclidean Min. Ev.	0.135971669806016
0.025	10	5	High WGD	Euclidean NJ	0.135971669806016
0.025	10	5	High WGD	Hamming Min. Ev.	0.135971669806016
0.025	10	5	High WGD	Hamming NJ	0.0909295121974523
0.025	10	5	High WGD	MEDICC2	0.0
0.025	10	5	Low WGD	MEDALT	0.612613509454436
0.025	10	5	Low WGD	Euclidean Min. Ev.	0.426165872689202
0.025	10	5	Low WGD	Euclidean NJ	0.426165872689202
0.025	10	5	Low WGD	Hamming Min. Ev.	0.426165872689202
0.025	10	5	Low WGD	Hamming NJ	0.147997013849727
0.025	10	5	Low WGD	MEDICC2	0.0
0.025	10	5	No WGD	MEDALT	0.577025151998117
0.025	10	5	No WGD	Euclidean Min. Ev.	0.226545901974582
0.025	10	5	No WGD	Euclidean NJ	0.226545901974582
0.025	10	5	No WGD	Hamming Min. Ev.	0.226545901974582
0.025	10	5	No WGD	Hamming NJ	0.105930702208245
0.025	10	5	No WGD	MEDICC2	0.105930702208245
0.025	10	6	High WGD	MEDALT	1.0
0.025	10	6	High WGD	Euclidean Min. Ev.	0.105930702208245
0.025	10	6	High WGD	Euclidean NJ	0.105930702208245
0.025	10	6	High WGD	Hamming Min. Ev.	0.105930702208245
0.025	10	6	High WGD	Hamming NJ	0.292620652900966
0.025	10	6	High WGD	MEDICC2	0.0
0.025	10	6	Low WGD	MEDALT	0.48614637702829
0.025	10	6	Low WGD	Euclidean Min. Ev.	0.0939472056558306
0.025	10	6	Low WGD	Euclidean NJ	0.0939472056558306
0.025	10	6	Low WGD	Hamming Min. Ev.	0.0939472056558306
0.025	10	6	Low WGD	Hamming NJ	0.141317976781777
0.025	10	6	Low WGD	MEDICC2	0.0
0.025	10	6	No WGD	MEDALT	0.447082985174862
0.025	10	6	No WGD	Euclidean Min. Ev.	0.305595579370498
0.025	10	6	No WGD	Euclidean NJ	0.305595579370498
0.025	10	6	No WGD	Hamming Min. Ev.	0.305595579370498
0.025	10	6	No WGD	Hamming NJ	0.305595579370498
0.025	10	6	No WGD	MEDICC2	0.20855591685724
0.025	10	7	High WGD	MEDALT	0.449424445073298
0.025	10	7	High WGD	Euclidean Min. Ev.	0.0
0.025	10	7	High WGD	Euclidean NJ	0.126505814981074
0.025	10	7	High WGD	Hamming Min. Ev.	0.0
0.025	10	7	High WGD	Hamming NJ	0.0
0.025	10	7	High WGD	MEDICC2	0.0
0.025	10	7	Low WGD	MEDALT	0.378696053497522
0.025	10	7	Low WGD	Euclidean Min. Ev.	0.0895534031582824
0.025	10	7	Low WGD	Euclidean NJ	0.279165718075659
0.025	10	7	Low WGD	Hamming Min. Ev.	0.0895534031582824
0.025	10	7	Low WGD	Hamming NJ	0.0895534031582824
0.025	10	7	Low WGD	MEDICC2	0.0
0.025	10	7	No WGD	MEDALT	0.502209952451187
0.025	10	7	No WGD	Euclidean Min. Ev.	0.0
0.025	10	7	No WGD	Euclidean NJ	0.0
0.025	10	7	No WGD	Hamming Min. Ev.	0.0
0.025	10	7	No WGD	Hamming NJ	0.0
0.025	10	7	No WGD	MEDICC2	0.0
0.025	10	8	High WGD	MEDALT	0.591483960851714
0.025	10	8	High WGD	Euclidean Min. Ev.	0.131810416111931
0.025	10	8	High WGD	Euclidean NJ	0.131810416111931
